00:00:00,20.00,0.180,0,1
00:00:01,20.20,0.180,1,1
00:00:02,20.40,0.180,1,1
00:00:03,20.60,0.180,1,1
00:00:04,20.80,0.180,1,1
00:00:05,19.00,0.180,1,1
00:00:06,19.50,0.180,1,1
00:00:07,19.60,0.180,1,1
00:00:08,19.70,0.180,1,1
00:00:09,18.80,0.180,1,1
00:00:10,18.80,0.180,1,1
00:00:11,18.90,0.180,1,1
00:00:12,18.00,0.180,1,1
00:00:13,18.10,0.180,1,1
00:00:14,17.20,0.180,1,1
00:00:15,17.30,0.180,1,1
00:00:16,17.30,0.180,1,1
00:00:17,17.40,0.180,1,1
00:00:18,17.50,0.180,1,1
00:00:19,16.60,0.180,1,1
00:00:20,16.70,0.180,1,1
00:00:21,16.80,0.180,1,1
00:00:22,16.80,0.180,1,1
00:00:23,16.90,0.180,1,1
00:00:24,16.00,0.180,1,1
00:00:25,15.10,0.180,1,1
00:00:26,15.20,0.180,1,1
00:00:27,15.30,0.180,1,1
00:00:28,15.30,0.180,1,1
00:00:29,15.40,0.180,1,1
00:00:30,14.50,0.180,1,1
00:00:31,14.60,0.180,1,1
00:00:32,14.70,0.180,1,1
00:00:33,14.70,0.180,1,1
00:00:34,14.00,0.180,1,0
00:00:35,24.00,0.180,1,0
00:00:36,17.00,0.180,1,0
00:00:37,17.00,0.180,1,0
00:00:38,17.00,0.180,1,0
00:00:39,17.00,0.180,1,0
00:00:40,17.00,0.180,1,0
00:00:41,17.00,0.180,1,0
00:00:42,17.00,0.180,1,0
00:00:43,17.00,0.180,1,0
00:00:44,17.11,0.180,1,1
00:00:45,17.22,0.180,1,1
00:00:46,17.33,0.180,1,1
00:00:47,17.33,0.180,1,1
00:00:48,18.44,0.180,1,1
00:00:49,18.55,0.180,1,1
00:00:50,18.66,0.180,1,1
00:00:51,18.77,0.180,1,1
00:00:52,19.88,0.180,1,1
00:00:53,19.88,0.180,1,1
00:00:54,19.99,0.180,1,1
00:00:55,19.10,0.180,1,1
00:00:56,20.21,0.180,1,1
00:00:57,21.32,0.180,1,1
00:00:58,21.43,0.180,1,1
00:00:59,21.43,0.180,1,1
00:01:00,21.54,0.180,1,1
00:01:01,21.65,0.180,1,1
00:01:02,21.76,0.180,1,1
00:01:03,22.87,0.180,1,1
00:01:04,22.98,0.180,1,1
00:01:05,22.98,0.180,1,1
00:01:06,22.09,0.180,1,1
00:01:07,22.20,0.180,1,1
00:01:08,22.31,0.180,1,1
00:01:09,22.42,0.180,1,1
00:01:10,22.53,0.180,1,1
00:01:11,23.53,0.180,1,1
00:01:12,23.64,0.180,1,1
00:01:13,23.64,0.180,1,1
00:01:14,23.00,0.180,0,1
00:01:15,23.00,0.180,0,1
00:01:16,23.00,0.180,0,1
00:01:17,23.00,0.180,0,1
00:01:18,23.00,0.180,0,1
00:01:19,23.00,0.180,0,1
