06:32:04,18.00,0.180,1,1
06:32:05,17.90,0.179,1,1
06:32:06,17.80,0.179,1,1
06:32:07,17.70,0.178,1,1
06:32:08,17.60,0.178,1,1
06:32:09,17.50,0.177,1,1
06:32:10,17.40,0.177,1,01
06:32:11,17.30,0.176,1,01
06:32:12,17.20,0.176,1,01
06:32:13,17.10,0.175,1,01
06:32:14,17.00,0.175,1,01
06:32:15,16.90,0.174,1,01
06:32:16,16.80,0.174,1,01
06:32:17,16.70,0.173,1,01
06:32:18,16.60,0.173,1,01
06:32:19,16.50,0.172,1,01
06:32:20,16.40,0.172,1,01
06:32:21,16.30,0.171,1,01
06:32:22,16.20,0.171,1,01
06:32:23,16.10,0.170,1,01
06:32:24,16.00,0.170,1,01
06:32:25,15.90,0.169,1,01
06:32:26,15.80,0.169,1,01
06:32:27,15.70,0.168,1,01
06:32:28,15.60,0.168,1,01
06:32:29,15.50,0.167,1,01
06:32:30,15.40,0.167,1,01
06:32:31,15.30,0.166,1,01
06:32:32,15.20,0.166,1,01
06:32:33,15.10,0.165,1,01
06:32:34,15.00,0.165,1,01
06:32:35,14.90,0.164,1,01
06:32:36,14.80,0.164,1,01
06:32:37,14.70,0.163,1,01
06:32:38,14.60,0.163,1,01
06:32:39,14.50,0.162,1,01
06:32:40,14.40,0.162,1,01
06:32:41,14.30,0.162,1,01
06:32:42,14.20,0.161,1,01
06:32:43,14.10,0.161,1,01
06:32:44,14.00,0.160,1,01
06:32:45,13.90,0.160,1,01
06:32:46,13.80,0.159,1,01
06:32:47,13.70,0.159,1,01
06:32:48,13.60,0.158,1,01
MALFORMED,LINE
06:32:49,13.50,0.158,1,01
06:32:50,13.40,0.157,1,01
06:32:51,13.30,0.157,1,01
06:32:52,13.20,0.156,1,01
06:32:53,13.10,0.155,1,01
06:32:54,13.00,0.155,1,01
06:32:55,12.90,0.154,1,01
06:32:56,12.80,0.154,1,01
06:32:57,12.70,0.153,1,01
06:32:58,12.60,0.153,1,01
06:32:59,12.50,0.152,1,01
06:33:00,12.40,0.152,1,01
06:33:01,12.30,0.151,1,01
06:33:02,12.20,0.151,1,01
06:33:03,12.10,0.150,1,01
06:33:04,12.00,0.150,1,0
06:33:05,12.00,0.150,1,0
06:33:06,12.00,0.150,1,0
06:33:07,12.00,0.150,1,0
06:33:08,12.00,0.150,1,0
06:33:09,12.00,0.150,1,01
06:33:10,12.00,0.150,1,01
06:33:11,12.00,0.150,1,01
06:33:12,12.00,0.150,1,01
06:33:13,12.00,0.150,1,01
06:33:14,12.00,0.150,1,01
06:33:15,12.00,0.150,1,01
06:33:16,12.00,0.150,1,01
06:33:17,12.00,0.150,1,01
06:33:18,12.00,0.150,1,01
06:33:19,12.00,0.150,1,01
06:33:20,12.00,0.150,1,01
06:33:21,12.00,0.150,1,01
06:33:22,12.00,0.150,1,01
06:33:23,12.00,0.150,1,01
06:33:24,12.00,0.150,1,01
06:33:25,12.00,0.150,1,01
06:33:26,12.00,0.150,1,01
06:33:27,12.00,0.150,1,01
06:33:28,12.00,0.150,1,01
06:33:29,12.00,0.150,1,01
06:33:30,12.00,0.150,1,01
06:33:31,12.00,0.150,1,01
06:33:32,12.00,0.150,1,01
06:33:33,12.00,0.150,1,01
06:33:34,14.00,0.180,0,01
06:33:35,14.00,0.180,0,01
06:33:36,14.00,0.180,0,01
06:33:37,14.00,0.180,0,01
06:33:38,14.00,0.180,0,01
06:33:39,14.00,0.180,0,01
06:33:40,14.00,0.180,0,01
06:33:41,14.00,0.180,0,01
06:33:42,14.00,0.180,0,01
06:33:43,14.00,0.180,0,01
06:33:44,14.00,0.180,0,01
06:33:45,14.00,0.180,0,01
06:33:46,14.00,0.180,0,01
06:33:47,14.00,0.180,0,01
06:33:48,14.00,0.180,0,01
06:33:49,14.00,0.180,0,01
06:33:50,14.00,0.180,0,01
06:33:51,14.00,0.180,0,01
06:33:52,14.00,0.180,0,01
06:33:53,14.00,0.180,0,01
06:33:54,8.00,0.200,1,01
06:33:55,8.20,0.200,1,01
06:33:56,8.40,0.200,1,01
06:33:57,8.60,0.200,1,01
06:33:58,8.80,0.200,1,01
06:33:59,9.00,0.200,1,01
06:34:00,9.20,0.200,1,01
06:34:01,9.40,0.200,1,01
06:34:02,9.60,0.200,1,01
06:34:03,9.80,0.200,1,01
06:34:04,10.00,0.200,1,01
06:34:05,10.20,0.200,1,01
06:34:06,10.40,0.200,1,01
06:34:07,10.60,0.200,1,01
06:34:08,10.80,0.200,1,01
06:34:09,11.00,0.200,1,01
06:34:10,11.20,0.200,1,01
06:34:11,11.40,0.200,1,01
06:34:12,11.60,0.200,1,01
06:34:13,11.80,0.200,1,01
06:34:14,12.00,0.200,1,01
06:34:15,12.20,0.200,1,01
06:34:16,12.40,0.200,1,01
06:34:17,12.60,0.200,1,01
06:34:18,12.80,0.200,1,01
06:34:19,13.00,0.200,1,01
06:34:20,13.20,0.200,1,01
06:34:21,13.40,0.200,1,01
06:34:22,13.60,0.200,1,01
06:34:23,13.80,0.200,1,01
06:34:24,14.00,0.200,1,01
06:34:25,14.20,0.200,1,01
06:34:26,14.40,0.200,1,01
06:34:27,14.60,0.200,1,01
06:34:28,14.80,0.200,1,01
06:34:29,15.00,0.200,1,01
06:34:30,15.20,0.200,1,01
06:34:31,15.40,0.200,1,01
06:34:32,15.60,0.200,1,01
06:34:33,15.80,0.200,1,01
06:34:33,15.80,0.200,1,01
06:34:34,14.00,0.180,1,01
06:34:34,14.00,0.180,1,01
06:34:35,14.00,0.180,1,01
06:34:35,14.00,0.180,1,01
06:34:36,14.00,0.180,1,01
06:34:36,14.00,0.180,1,01
06:34:37,14.00,0.180,1,01
06:34:37,14.00,0.180,1,01
06:34:38,14.00,0.180,1,01
06:34:38,14.00,0.180,1,01
06:34:39,14.00,0.180,1,01
06:34:40,14.00,0.180,1,01
06:34:41,14.00,0.180,1,01
06:34:42,14.00,0.180,1,01
06:34:43,14.00,0.180,1,01
06:34:44,14.00,0.180,1,01
06:34:45,14.00,0.180,1,01
06:34:46,14.00,0.180,1,01
06:34:47,14.00,0.180,1,01
06:34:48,14.00,0.180,1,01
06:34:49,14.00,0.180,1,01
06:34:50,14.00,0.180,1,01
06:34:51,14.00,0.180,1,01
06:34:52,14.00,0.180,1,01
06:34:53,14.00,0.180,1,01
06:34:54,14.00,0.180,1,01
06:34:55,14.00,0.180,1,01
06:34:56,14.00,0.180,1,01
06:34:57,14.00,0.180,1,01
06:34:58,14.00,0.180,1,01
06:34:59,14.00,0.180,1,01
06:35:00,14.00,0.180,1,01
06:35:01,14.00,0.180,1,01
06:35:02,14.00,0.180,1,01
06:35:03,14.00,0.180,1,01
06:35:04,20.00,0.250,1,01
06:35:05,20.00,0.250,1,01
06:35:06,20.00,0.250,1,01
06:35:07,20.00,0.250,1,01
06:35:08,20.00,0.250,1,01
06:35:09,20.00,0.250,1,01
06:35:10,20.00,0.250,1,01
06:35:11,20.00,0.250,1,01
06:35:12,20.00,0.250,1,01
06:35:13,20.00,0.250,1,01
06:35:14,20.00,0.250,1,01
06:35:15,20.00,0.250,1,01
06:35:16,20.00,0.250,1,01
06:35:17,20.00,0.250,1,01
06:35:18,20.00,0.250,1,01
06:35:19,20.00,0.250,1,01
06:35:20,20.00,0.250,1,01
06:35:21,20.00,0.250,1,01
06:35:22,20.00,0.250,1,01
06:35:23,20.00,0.250,1,01
06:35:24,20.00,0.250,1,01
06:35:25,20.00,0.250,1,01
06:35:26,20.00,0.250,1,01
06:35:27,20.00,0.250,1,01
06:35:28,20.00,0.250,1,01
06:35:29,20.00,0.250,1,01
06:35:30,20.00,0.250,1,01
06:35:31,20.00,0.250,1,01
06:35:32,20.00,0.250,1,01
06:35:33,20.00,0.250,1,01
06:35:34,12.00,0.150,1,0
06:35:35,12.00,0.150,1,0
06:35:36,12.00,0.150,1,0
06:35:37,12.00,0.150,1,0
06:35:38,12.00,0.150,1,0
06:35:39,12.00,0.150,1,0
06:35:40,12.00,0.150,1,0
06:35:41,12.00,0.150,1,0
06:35:42,12.00,0.150,1,0
06:35:43,12.00,0.150,1,0
